place_names,Latitude,Longitude
Pune - Daund Railway Line,18.4892221,74.2580993
Pune - Daund Railway Line,18.4843266,74.3505431
Pune - Daund Railway Line,18.4826713,74.3717781
Pune - Daund Railway Line,18.4939037,74.1065328
Pune - Daund Railway Line,18.4855195,74.3269126
Pune - Daund Railway Line,18.4847567,74.3413968
Pune - Daund Railway Line,18.4939683,74.1546525
Pune - Daund Railway Line,18.4939765,74.1334064
Pune - Daund Railway Line,18.4937961,74.0830588
Pune - Daund Railway Line,18.4899694,74.2431491
Pune - Daund Railway Line,18.4881745,74.2774931
Pune - Daund Railway Line,18.4938359,74.0996195
Pune - Daund Railway Line,18.488292,74.2743488
Pune - Daund Railway Line,18.4849636,74.3383974
Pune - Daund Railway Line,18.479655,74.4049154
Pune - Daund Railway Line,18.4890968,74.2580883
Pune - Daund Railway Line,18.48733,74.2936652
Pune - Daund Railway Line,18.4842772,74.3505403
Pune - Daund Railway Line,18.4866095,74.3062006
Pune - Daund Railway Line,18.4874273,74.2908597
Pune - Daund Railway Line,18.4798187,74.4036636
Pune - Daund Railway Line,18.484806,74.3413999
Pune - Daund Railway Line,18.4940177,74.1546538
Pune - Daund Railway Line,18.4794617,74.4075845
Pune - Daund Railway Line,18.486995,74.2999197
Pune - Daund Railway Line,18.487901,74.2827325
Pune - Daund Railway Line,18.4827202,74.3717866
Pune - Daund Railway Line,18.4938184,74.0926169
Pune - Daund Railway Line,18.4859727,74.3183346
Pune - Daund Railway Line,18.4799343,74.4023934
Pune - Daund Railway Line,18.4849143,74.3383944
Pune - Daund Railway Line,18.4891404,74.2580967
Pune - Daund Railway Line,18.4937739,74.0736217
Pune - Daund Railway Line,18.4895304,74.2506198
Pune - Daund Railway Line,18.4784083,74.4191063
Pune - Daund Railway Line,18.4783653,74.4191025
Pune - Daund Railway Line,18.4895769,74.250623
Pune - Daund Railway Line,18.4888051,74.264562
Pune - Daund Railway Line,18.4863397,74.3122853
Pune - Daund Railway Line,18.4862903,74.3122827
Pune - Daund Railway Line,18.4891666,74.2588222
Pune - Daund Railway Line,18.4888507,74.2645638
Pune - Daund Railway Line,18.4813199,74.3871699
Pune - Daund Railway Line,18.4835307,74.3611078
Pune - Daund Railway Line,18.4812708,74.3871646
Pune - Daund Railway Line,18.489071,74.258897
Pune - Daund Railway Line,18.4939982,74.1441066
Pune - Daund Railway Line,18.4834818,74.3610992
Pune - Daund Railway Line,18.4939488,74.1441052
Pune - Daund Railway Line,18.4894,74.254477
Pune - Daund Railway Line,18.4893009,74.2545947
Pune - Daund Railway Line,18.4940117,74.1396627
Pune - Daund Railway Line,18.4919573,74.2004646
Pune - Daund Railway Line,18.4920064,74.200466
Pune - Daund Railway Line,18.4939246,74.1392219
Pune - Daund Railway Line,18.4821898,74.3776137
Akshay,18.5106818,73.8291313
Chandrama,18.5109245,73.8266593
Gandhi Plaza,18.5103749,73.8296017
Gharonda,18.5106851,73.8289146
Gitai,18.5108418,73.8278464
Gitai,18.51086,73.8276903
Kedar,18.5109114,73.8271778
Lenovo,18.5101364,73.8300989
Mandar,18.5109353,73.826489
Manjusha A,18.5107159,73.8287431
Manjusha B,18.5107657,73.8283971
Nirmittee,18.5100705,73.829701
Profile Crest,18.510878,73.8275235
Pushkraj,18.510817,73.8280385
Sarala,18.5103573,73.8285564
Saraswati,18.5108898,73.8273444
Suruchi,18.5109296,73.8268162
Swastik,18.5107292,73.8285611
Syndicate Bank,18.5098889,73.8298225
The Synergy Building,18.5101991,73.8296168
Abhinav School,18.5094199,73.8297428
Guru Kripa,18.516461,73.8307763
Bhaskaracharya Pratishthan,18.5150639,73.8252778
Saiket Apartments,18.5162752,73.8303629
Vijayshree Apartments,18.5162691,73.8301102
Ram Dhun,18.5175295,73.8310951
Shilpa Apartments,18.5162987,73.8299351
Sanskruti Prabhat,18.5162568,73.8305645
Radhika,18.5150351,73.8293824
Manali Apartments,18.5159877,73.8299766
Laxmi Prasad Apartments,18.5149864,73.8299035
Dwarkamai Apartments,18.5159219,73.8302161
Alok Apartments,18.5159085,73.8304524
Jalsa,18.5150741,73.8292012
Basant Bahar,18.5148087,73.8304264
Devkunj Apartments,18.5148499,73.8301446
Savli Apartments,18.5157113,73.8301642
Shamli Apartments,18.514988,73.8296056
Amogh Chandra,18.5169664,73.8312672
Srikrit,18.5156724,73.8305424
Shri Parwati Niwas,18.5147147,73.8309661
Bhagyashri,18.5167408,73.8311963
Srishti Prabhat,18.5154747,73.8304067
Sonejai Apartments,18.5172857,73.8314155
Anusha Apartments,18.5147594,73.8307693
Global House,18.5170237,73.8309836
Saujanya,18.5153647,73.8307582
Juili Apartments,18.5170757,73.8307954
New Boys Hostel FTII,18.5124766,73.8291866
Sumbiosis School,18.5157594,73.8309364
Vasupujya Jinalaya Jain Temple,18.5231054,73.834513
Aalishan,18.5192198,73.8311287
Hanuman Mandir,18.5249704,73.8331798
Kanya Chatralaya Girls Hostel,18.5218393,73.8336937
Chandrakant Darode School,18.5221721,73.8332082
Joglekar,18.517315,73.8309778
Agharkar Research Institue,18.5206442,73.8316333
MJV Boys Hostel,18.5227384,73.8341832
ARI Hostel,18.522155,73.8323362
DMech House,18.5196258,73.8305989
Varun Complex,18.5198744,73.8307649
General Thimayya Road,18.5106823,73.880115
Maneckji Mehta Road,18.5243531,73.8798168
Parade Ground Road,18.5203883,73.8865534
Sadhu Vaswani Path,18.5208388,73.8757725
Colonel Tarapore Marg,18.5200134,73.8803154
Indian Hume Pipe,18.4709187,73.8189341
Suncity Road,18.4748621,73.8140571
Suncity Road,18.4740639,73.8121541
Prayeja City Road,18.4711169,73.8120194
Suncity Exit Road,18.4737332,73.8103473
Sun paradise phase 2 road,18.4755874,73.815304
Suncity Road,18.4784656,73.8216734
Suncity Road,18.478417,73.8212964
Suncity Road,18.4756898,73.8168096
Suncity Road,18.4767028,73.8183691
Suncity Road,18.4767028,73.8183691
Suncity Road,18.478449,73.8233642
Sun Empire swimming pool,18.4751403,73.8128942
Joshi Hospital,18.5170656,73.8333306
Navalmal Firodiya Super-Speciality Hospital,18.5170917,73.8330188
Bakre Avenue,18.517842,73.8374834
Hill View,18.5175077,73.8314803
Raunak Apartments,18.5180952,73.8313865
Shriman,18.5179663,73.8353382
Abhishek,18.5187988,73.831778
Construction House,18.5180831,73.8344129
Welvandi Nala,18.202703,73.7065877
Wadgaon Budruk - Narhe Road,18.4601765,73.8258378
Lane 3,18.5570419,73.7969507
Babasaheb Ambedkar Bridge,18.5648214,73.7884122
kalamkar road,18.5641958,73.7845131
Pimple Nilakh Road,18.5646661,73.7857934
Pimple Nilkh Road,18.56449,73.7873534
Balewadi Village Road,18.5769924,73.7779672
Bajirao Shripati Marg,18.5763113,73.7762102
IISER-NCL Inner road,18.5450595,73.808444
IISER-NCL Inner road,18.5443513,73.8080183
IISER-NCL Inner road,18.5441961,73.8089154
IMD Colony Road,18.5412234,73.8038423
Pashan Gaon(Village) Road,18.5391681,73.7942963
Dr. Bhabha Marg,18.5541883,73.7988742
Dr. Bhabha Marg,18.5542987,73.7997695
Ambar Hall,18.5034075,73.8191496
Karve Road,18.5084979,73.8311671
Karve Road,18.5134351,73.8410961
Karve Road,18.5099534,73.833694
Karve Road,18.5141975,73.8419135
Maharshi Karve Telephone Exchange,18.5077227,73.8303017
Mahesh Vidyalaya,18.5000757,73.8025464
Saint Crispin's Church,18.5081218,73.8321052
Sanjeevan Hospital,18.510174,73.8370771
Baburao Tangewale Path,18.5156719,73.8425943
Karve Road,18.4820388,73.8076574
Karve Road,18.4802423,73.8054945
Karve Road,18.4803415,73.8054915
Karve Road,18.480212,73.805104
Matoshri Vruddhashram,18.4891798,73.8261897
Lane 6 Shriram Colony,18.4790956,73.8098303
Gopal Hari Deshmukh Marg,18.5623118,73.7840237
Gopal Hari Deshmukh Marg,18.5622462,73.7839601
Gopal Hari Deshmukh Marg,18.5663872,73.7737336
Gopal Hari Deshmukh Marg,18.5589278,73.7896178
Pancard Club Road,18.5595646,73.7855481
Pancard Club Road,18.5594117,73.7808382
Mhalunge Road,18.5634079,73.7813731
Pancard Club Road,18.5597594,73.7846931
Balewadi High Street,18.5643454,73.776804
Haridwar Park Lane,18.5649377,73.779616
Lane No 7,18.5677746,73.7773081
Lane No 6,18.5678005,73.7778418
Willows Lane,18.5709564,73.7815497
Late Chandrakant Raoji Jagtap Road,18.5720414,73.792826
New DP Road,18.5744536,73.7896493
Pimple Nilakh Park,18.5722502,73.7945789
Forest Trails,18.5004674,73.7380824
Forest Trails,18.501696,73.7380525
Forest Trails Road,18.5017492,73.7379883
Forest Trails Road,18.50364,73.738985
Paud Road,18.5025986,73.7602657
Paud Road,18.5052376,73.767513
Shell,18.5005637,73.7265046
Bharat Petroleum,18.4977697,73.7141866
Pirangut Paud Road,18.5133994,73.6722542
Pirangut Paud Road,18.5223504,73.622585
Pirangut Paud Road,18.5150397,73.6531803
Pirangut Paud Road,18.5137413,73.6665723
Pirangut Paud Road,18.5198592,73.6309479
Pirangut Paud Road,18.5210664,73.6267991
Pirangut Paud Road,18.5145472,73.6598852
Pirangut Paud Road,18.517494,73.6420425
Aundh Ravet Road,18.5840302,73.794728
Aundh Ravet Road,18.5739446,73.8058871
Wakad Road,18.5873802,73.7878938
Hinjawadi Flyover,18.5924168,73.7603495
Hinjawadi Flyover,18.5921783,73.7578934
Wakad Road,18.5904952,73.7712872
Wakad Road,18.5902732,73.7712814
Wakad Road,18.5921004,73.7642659
Wakad Road,18.5923161,73.7617801
Pimple Saudagar - Kalewadi Road,18.6023221,73.7977303
Pimple Saudagar - Kalewadi Road,18.6020945,73.7983847
Pimple Saudagar - Kalewadi Road,18.6014245,73.8016616
Thopte colony path,18.5876425,73.7821227
Nashik Phata-Wakad BRTS,18.5905775,73.7794671
Pimple Saudagar - Kalewadi Road,18.6018901,73.7998548
Swapnil Joshi Road,18.5893164,73.7837818
Rohan Tapovan,18.5253928,73.8243916
Working Women's Hostel,18.5236404,73.8249201
Seasons Mall,18.5192562,73.9312745
Sutarwadi Road,18.5371914,73.7891991
Praveen Namdeodada Nimhan Chowk,18.5370996,73.7940363
Ramnadi,18.5364198,73.7894921
Bavdhan Gaon Rd,18.5175822,73.7785605
Bavdhan Gaon Rd,18.5173689,73.7768162
Bavdhan Gaon Rd,18.5167335,73.7722189
Bavdhan Gaon Rd,18.5180648,73.7702862
Tinseltown Rd,18.5133355,73.7773991
Pristine Fontana Rd,18.5102511,73.777236
Lane 4,18.5154848,73.7781236
Ayurveda Rasashala,18.5108594,73.8373457
Dhondumama Sathe Homoeopathic Medical College,18.5097626,73.836558
Gulwani Maharaj Path,18.5033689,73.8293129
Gulwani Maharaj Path,18.5033614,73.8293129
Sevasadan English Medium School,18.5010518,73.8320758
Maai Mangeshkar Path,18.5011207,73.8314629
"4, Anandrao Lande Rd, Indrayani Nagar, Sector Number 7, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",18.6349434,73.8491403
Alpabachat Bhavan,18.5265676,73.8808737
Koraigad fort pond,18.620458,73.3852813
Tung Road,18.662897,73.4533567
Hilton Shillim Estate Retreat & Spa,18.6286645,73.4563713
Bhor Mhakoshi Road,18.0529325,73.7805661
Chilhewadi Dam,19.3464938,73.9618495
Talegaon Chakan Road,18.7406257,73.7617397
Talegaon Chakan Road,18.741926,73.7707609
Talegaon Chakan Road,18.7545601,73.8066822
Talegaon Chakan Road,18.7569969,73.8447575
Talegaon Chakan Road,18.7410759,73.762278
Talegaon Chakan Road,18.7412523,73.7786979
Talegaon Chakan Road,18.7411606,73.7620343
Talegaon Chakan Road,18.7364623,73.7208152
Talegaon Chakan Road,18.7560727,73.8519653
Talegaon Chakan Road,18.7415298,73.7626446
Talegaon Chakan Road,18.7572373,73.8257454
Talegaon Chakan Road,18.7433182,73.783598
Talegaon Chakan Road,18.7385102,73.741133
Talegaon Chakan Road,18.7415624,73.7625129
HP,18.7396711,73.745338
Chakan Shikrapur Road,18.7021395,74.0888339
Chakan Shikrapur Road,18.7280706,73.9952108
Chakan Shikrapur Road,18.708408,74.0708857
Chakan Shikrapur Road,18.705767,74.0784968
Chakan Shikrapur Road,18.752899,73.8627942
Chakan Shikrapur Road,18.7359279,73.9190948
Chakan Shikrapur Road,18.7156487,74.0500158
Chakan Shikrapur Road,18.7187412,74.0380463
Chakan Shikrapur Road,18.7348817,73.9324865
Chakan Shikrapur Road,18.7251891,74.0113039
Chakan Shikrapur Road,18.7444256,73.8909163
Chakan Shikrapur Road,18.7039453,74.0836892
Chakan Shikrapur Road,18.7070884,74.0746887
Chakan Shikrapur Road,18.71775,74.0421917
Chakan Shikrapur Road,18.7120298,74.0604466
Chakan Shikrapur Road,18.7000354,74.0978486
Kalewadi Phata-Auto Cluster BRTS Road,18.6141679,73.7851651
Kaspate Vasti Road,18.5994994,73.7754819
Kaspate Vasti Road,18.5989061,73.7753296
Datta Mandir Road,18.605396,73.7647999
Babasaheb Ambedkar Path,18.6141412,73.778345
Shivrajnagar Road,18.6035934,73.7564601
Shri Chatrapati Shivaji Maharaj Road,18.6065092,73.7733238
Datta Mandir Road,18.6027574,73.7645235
Datta Mandir Road,18.592286,73.7626194
Hedgewar road,18.617705,73.7911343
Shankar Kalate Nagar Road,18.5990748,73.7583133
Highway bypass,18.6003257,73.7543707
Datta Mandir Road,18.6135175,73.7661279
Datta Mandir Road,18.6117678,73.7656123
Datta Mandir Road,18.6117636,73.7656599
BRTS,18.6201557,73.7895382
Lane 6,18.6062644,73.7681409
Lane 1,18.6054837,73.7701057
Lane 4,18.6058112,73.7689012
Lane 10,18.6061479,73.7663337
Lane 5,18.6059068,73.7685005
Lane 7,18.6059492,73.7675899
Lane 2B,18.606271,73.7694683
Lane 8,18.6059925,73.7671685
Lane 11,18.6066666,73.7660192
Lane 9,18.606142,73.7667723
Lane 2,18.6056198,73.7697177
पोलिसी लाईन रस्ता,18.6041594,73.7712091
Laxmibai Barne Udyan,18.6074699,73.7679162
Bharatratna Atal Bihari Vajpayee Flyover,18.5308744,73.847185
Orange Habitat,18.5337166,73.9482302
Pune - Miraj Railway Line,18.5295968,73.890764
Namdev Bhirat Saduji Path,18.5304746,73.8293154
Mont Vert Tropez Road,18.5927693,73.7684752
Padumjee Paper Mill,18.6223873,73.7702738
Chaskaman Left Canal,18.7211926,74.3515136
Chaskaman Left Canal,18.7397666,74.2411407
Chaskaman Left Canal,18.7363087,74.3135292
Chaskaman Left Canal,18.7232727,74.2503642
Pune Nashik Rd,18.9282612,73.926795
Vel,18.9503669,73.9029665
Vel,18.9695281,73.8746527
Vel,18.9359333,73.9203777
Street No 7,18.5966349,73.7843352
Street No 12,18.5960381,73.7858686
Street No 3,18.5965504,73.78502
Street No 8,18.5971721,73.7848039
Street No 2,18.5965668,73.7846511
Street No 12,18.5974961,73.7861317
Street No 14,18.5974851,73.7862811
Sagar Sane Path,18.5940923,73.7851582
Street No 4,18.5964098,73.7855129
Shivraj Nagar - Kokane Chowk Road,18.5983223,73.7890984
"Sanjeevan Hospital, Pune",18.510153,73.8371083
Banali,18.5081354,73.8307904
Anupam Heights,18.5111127,73.8161083
Anupam Heights,18.5110103,73.8161518
Anudatta,18.5112399,73.8163722
Anudatta,18.5111145,73.8164245
Venkatesh,18.511258,73.8169921
Sheshadri,18.5109337,73.8170093
Kotak Mahindra Bank,18.5104174,73.8169716
Bhosale Garden,18.5107822,73.8154991
Kalyan Apartment,18.5102295,73.8143778
Vandanshree,18.5103167,73.8147231
Harshada,18.5108371,73.8146426
Teerth B,18.5116378,73.8165681
Shree Vishwakarma,18.5122284,73.8165113
Megh Terrace,18.5125026,73.8164775
Uma Mahesh,18.512462,73.8168252
Murlidhar Terrece,18.5128463,73.8168567
Ashtang Ayurved Mahavidyalaya,18.5062866,73.8509751
Khadak Police Line,18.5081175,73.8586691
Chimaji Appa Peshwe Path,18.4994605,73.8536536
Sopan Baug Road,18.5148711,73.9059207
Sopan Baug Road,18.5140554,73.9065392
Crescent Road,18.5165082,73.9439819
Crescent Road,18.5164724,73.9439621
Pipeline road,18.5200804,73.9416226
Famic Technologies Pvt Ltd,18.512855,73.92451
Amanora Bowl,18.5185907,73.9398788
Kondhwa Road,18.4749221,73.8895786
Kondhwa Road,18.4627669,73.889731
Kondhwa Road,18.4624739,73.8900279
Kondhwa Road,18.4619579,73.8901295
Kondhwa Road,18.4825586,73.8910315
Kondhwa Road,18.4836358,73.8904878
Kondhwa Road,18.4712052,73.8890325
Kondhwa Road,18.4836568,73.8905358
Kondhwa Road,18.4799639,73.890845
Kondhwa Road,18.4799778,73.8907788
Kondhwa Road,18.4711862,73.8889566
Megacentre,18.5039238,73.9259464
Ambedkar Park,18.46552,73.8692331
Katraj Kondhwa Road,18.4479836,73.8616369
Katraj Kondhwa Road,18.4471927,73.8588547
Katraj Flyover,18.4481573,73.8638608
Katraj Flyover,18.4482247,73.8638162
Katraj Kondhwa Road,18.4477247,73.8616101
Katraj Flyover,18.4479174,73.8617218
Bharati Hospital Road,18.4582274,73.8579362
Nira,18.1029696,74.2139197
Kshipra Sahanivas,18.4929943,73.8207823
Bhagirath Persistent System Ltd,18.529531,73.8290164
Malbar hills Road,18.5016727,73.7161137
Nyati Estate,18.4654501,73.9215411
Nyati Garden,18.4661619,73.9219697
Sathe Path,18.5196481,73.8335173
Shree Chatrapati Shivaji Maharaj Flyover,18.6187455,73.7626264
Shree Chatrapati Shivaji Maharaj Flyover,18.6116447,73.7684618
Shree Chatrapati Shivaji Maharaj Flyover,18.6186546,73.7625067
Shree Chatrapati Shivaji Maharaj Flyover,18.611548,73.768333
Alandi Road,18.6746842,73.8963155
Alandi Road,18.6745826,73.8963423
Sant Dyaneshwar Marg,18.5838791,73.8751111
Sant Dyaneshwar Marg,18.5918215,73.874138
Sant Dyaneshwar Marg,18.591822,73.8742099
16,18.5792339,73.8760976
Sant Jnaneshwar Marg,18.5505348,73.8719646
Sant Jnaneshwar Marg,18.5544929,73.874554
Sant Jnaneshwar Marg,18.554652,73.8742333
Sant Dyaneshwar Marg,18.570941,73.8787744
Commerzone,18.5616343,73.8839347
Vishrantwadi - Airport Road,18.5731282,73.8818503
Vishrantwadi - Airport Road,18.5745552,73.8935686
Lane No 09,18.5751184,73.8928794
BRTS,18.569117,73.8792212
Vishrantwadi-Sangamwadi BRTS Road,18.5590627,73.875443
Sant Dyaneshwar Marg,18.570887,73.8786127
Sant Dyaneshwar Marg,18.5672072,73.878709
Sant Jnaneshwar Marg,18.5690938,73.8791283
Sant Jnaneshwar Marg,18.5691672,73.879309
Lane No 10-A,18.5763138,73.8918942
Garden,18.5797209,73.8943979
Chikhali-Akurdi Road,18.6815342,73.8124395
Akurdi Chikhali Road,18.6793612,73.8104443
Dhanori Road,18.5872865,73.8880405
Dhanori Road,18.587345,73.8880434
Vishrantwadi - Dhanori Road,18.5755624,73.8802175
Vishrantwadi - Dhanori Road,18.5754101,73.8801572
Dhanori Road,18.5774023,73.8808537
Dhaonri - Lohgaon Road,18.5960697,73.8954593
Dhanori - Lohgaon Road,18.5971792,73.9045862
Dhaonri - Lohgaon Road,18.5967432,73.9164406
Lane 13,18.5786332,73.8953962
Anand Park,18.5811881,73.8829503
Gokul Nagar Park,18.5859546,73.8875517
Katraj Kondhwa Road,18.4531036,73.8891283
Katraj Kondhwa Road,18.4516097,73.8790391
Katraj Kondhwa Road,18.4539143,73.8871814
Katraj-Kondhwa Road,18.4491103,73.8698907
Katraj Bypass Road,18.4496838,73.9088623
Sukhasagar Road,18.4559273,73.8739204
Hadapsar - Manjari Road,18.511518,73.9651714
Sadhana Vidyalaya,18.505811,73.9382016
Saswad Road,18.4948343,73.9449831
Saswad Road,18.4890128,73.9507934
Saswad Road,18.4985042,73.9409123
Saswad Road,18.4736143,73.958494
Saswad Road,18.4641324,73.9630397
Saswad Road,18.4809238,73.9550606
Saswad Road,18.4986951,73.940571
Saswad Road,18.4668528,73.9617581
Saswad Road,18.4525215,73.968945
Saswad Road,18.4774433,73.9566965
Sasane Nagar Road,18.4974824,73.9332121
Sasane Nagar Road,18.4980351,73.9332943
Sasane Nagar Road,18.4981331,73.9333194
Sasane Nagar Road,18.4967559,73.9330662
Sasane Nagar Road,18.4967738,73.933163
Sasane Nagar Road,18.4970778,73.9331775
Sasane Nagar Road,18.4970699,73.9331177
Sasane Nagar Road,18.4964723,73.9330432
Sasane Nagar Road,18.4963217,73.9330812
Baba Food Mall,18.524374,73.8285453
NCC Canteen,18.5218776,73.8294356
Indian Institute of Business Management,18.6031391,73.7481597
Vrunda-Kerur garden,18.5094747,73.8030333
Rajpath Society ground,18.5096762,73.801749
Shikshaknagar ground,18.5104445,73.8013864
Dwarkadeesh Residency,18.5951878,73.7895364
Late. Sudam Dhondiba Landge Path,18.6064887,73.8238095
Business Bay,18.551309,73.8904452
Devkar Park Road,18.5916031,73.8252602
"Laxmi Nagar, Lane No7",18.592549,73.8239839
"Laxmi Nagar, Lane No. 8",18.5917236,73.8237376
"Laxmi Nagar, Lane No 5",18.5927521,73.8233282
"Laxmi Nagar, Lane No 6",18.592673,73.8236584
Bhalekar Nagar Road,18.5917306,73.8220281
HP Mata shitaladevi Petrol Pump,18.5820534,73.8292594
Dr Babasaheb Ambedkar Jaltaran Talao,18.598667,73.8206823
Hindustan Antibiotics,18.6200133,73.8082751
Indian Card Clothing,18.6163674,73.8125955
ThyssenKrupp,18.6230485,73.8046576
ICC Devi Gurav Tech Park,18.6148935,73.8139948
KSB Pumps,18.6240724,73.8060173
Hindustan Antibiotics Colony,18.6243632,73.8130446
Empire Estate,18.6314813,73.7973287
Empire Estate,18.6330046,73.7972644
Premier Ltd.,18.6331868,73.7959934
Vishal E-Square,18.6260772,73.8040931
Raja Raghunathrao Play Ground,18.1572918,73.8434869
Shivganga Society,18.1388155,73.8424971
Sou Nirmalatai Thopate College of Education,18.1424797,73.8412005
Rajgad Dnyanpeeth Campus,18.1424976,73.8425978
Raja Raghunathrao Vidyalaya,18.1574387,73.8442639
Rahul,18.594918,73.789774
Bhor New Court,18.1478193,73.848165
Kailash Vidya Mandir,18.5729063,74.265593
Aundh Fire Station,18.5605781,73.8142749
Balbhim Mokate Path,18.5021079,73.8140132
Dhondiba Sutar Balodyan,18.5052191,73.8140372
ITI Road,18.5583164,73.8091806
ITI Road,18.5546907,73.8093942
ITI Road,18.5508572,73.8095618
Ratna Memorial Hospital,18.5276449,73.8294861
Lohgaon - Wagholi Road,18.5901012,73.9482687
Lohgaon - Wagholi Old Road,18.5825276,73.9808939
Lohgaon - Wagholi New Road,18.5821479,73.9790677
BRTS,18.5970463,73.7907066
Nashik Phata-Wakad BRTS,18.5919161,73.7835073
Bharatratna J.R.D Tata Flyover,18.6033345,73.8253218
Bharatratna J.R.D Tata Flyover,18.6099873,73.8233407
Kasarwadi - Pimple Gurav Road,18.6060737,73.8217635
Kokane Chowk,18.5972494,73.7903719
Damodar Jagtap Path,18.6015015,73.8153272
Bharat Petroleum,18.6393873,73.7383346
Bharat Petroleum,18.6011964,73.7543476
HP,18.6159472,73.7477977
Suzuki My Car,18.602353,73.7527133
Ozarde Flyover,18.7068842,73.6001422
Parandwadi Flyover,18.7079997,73.6592392
HP,18.6282638,73.7423934
Shell,18.6135515,73.748671
Aundhe Flyover,18.7333484,73.4444577
Baur 2 Flyover,18.7097354,73.5706666
Boraj Flyover,18.746934,73.5010707
Devale Flyover,18.7410193,73.468535
Kune Flyover,18.7659136,73.3882615
Malavli Flyover,18.7437379,73.4829762
Pimploli Flyover,18.7513425,73.5229825
Kandoba Chowk Underpass,18.6478992,73.787217
Old Pune–Mumbai Highway,18.633802,73.799225
Old Pune–Mumbai Highway,18.6455847,73.7892064
Pimpri Chowk Underpass,18.624178,73.8073992
Chinchwad Chowk Underpass,18.6363009,73.7972325
Old Pune–Mumbai Highway,18.6453176,73.7895569
Old Pune–Mumbai Highway,18.6532945,73.7826332
Chatrapati Shivaji Maharaj Chowk Underpass,18.6426353,73.7918526
Old Pune–Mumbai Highway,18.6337643,73.7993882
Old Pune–Mumbai Highway,18.6221228,73.8093116
Old Pune–Mumbai Highway,18.6534026,73.7826709
Chinchwad Chowk Underpass,18.636431,73.7969993
Bharatratna J.R.D Tata Flyover Ramp,18.6078731,73.8221798
Bharatratna J.R.D Tata Flyover Ramp,18.6052616,73.8214236
Kasarwadi-Pimple Gurav Road,18.6036913,73.8217461
Bharatratna J.R.D Tata Flyover Ramp,18.6057359,73.8218877
Bharatratna J.R.D Tata Flyover Ramp,18.6056599,73.8219481
Bharatratna J.R.D Tata Flyover Ramp,18.6062399,73.8214847
Bharatratna J.R.D Tata Flyover Ramp,18.6060654,73.8212578
BRTS,18.6428333,73.8053273
Bharatratna J.R.D Tata Flyover Ramp,18.6053439,73.8207498
Indian Oil,18.6019338,73.8266235
Jaihind,18.5634357,73.8415459
Megamart,18.5869785,73.833445
Military Farm,18.609398,73.8100311
Old Pune–Mumbai Highway,18.549198,73.8510941
Shell,18.6130077,73.8176369
DSK Vishwa,18.4424006,73.7960633
Dhayari Road,18.4551574,73.8101614
Sanas Vidyalaya,18.4600584,73.8122221
DSK Vishwa Road,18.4472515,73.806944
DSK Vishwa Road,18.4470268,73.7998026
DSK Vishwa Road,18.4466973,73.7978601
DSK Vishwa Road,18.4454009,73.8002894
DSK Vishwa Road,18.4454329,73.8002134
DSK Colony Road,18.4455395,73.7973156
DSK Colony Road,18.4451038,73.7981297
DSK Colony Road,18.4430263,73.7979641
DSK Vishwa Road,18.4441093,73.7995774
DSK Vishwa Road,18.4433493,73.7996399
DSK Vishwa Road,18.4431716,73.7990971
DSK Vishwa Road,18.4441233,73.799505
DSK Colony Road,18.443928,73.7984603
DSK Vishwa Road,18.4433478,73.7991258
DSK Vishwa Road,18.4471082,73.8086143
DSK Vishwa Road,18.4422219,73.7990638
DSK Colony Road,18.4441828,73.7969283
Chavhan Bagh Road,18.4501762,73.7995074
Gool Poonawala Udyan,18.4964129,73.876908
Gultekdi Industrial Estate,18.4954186,73.8678042
Khilarewadi,18.5084838,73.8363644
M. L. Gole Path,18.5089619,73.8047736
Ramchandra More Path,18.5100095,73.8059609
Ramchandra More Path,18.51041,73.8059807
Utsav Mangal Karyalay,18.5091186,73.8063285
Ramchandra More Path,18.5110616,73.8058994
Colonel Tarapore Marg,18.520045,73.880427
Vinod Pathak Path,18.5218261,73.8767884
Shreemant Dagdusheth Halwai Ganpati Mandir,18.5163909,73.8560844
ISKCON NVCC Temple,18.4479061,73.8807134
"Katraj Jain Temple, Aagam Mandir",18.4469225,73.8532237
Raja Dinkar Kelkar Museum,18.5107618,73.8545094
Parvati Temple,18.4975989,73.8470689
साई बाबा मंदिर,18.583685,73.5127078
Baneshwar Temple,18.5588909,73.7871441
Osho Ashram,18.5370536,73.8886058
Katraj-Sarpodyan Bus Depot,18.4552543,73.8592418
Chitrashala,18.5133978,73.8463646
Chitrashala,18.5127359,73.846746
Faraskhana Police Station,18.5164428,73.8558419
Sevasadan,18.514167,73.8529489
Vishrambagwada Kshetriya Karyalay,18.5131322,73.8534126
Tambe Bol,18.5196743,73.8504597
Niranjav Madhav Marg,18.5202781,73.8518932
National Centre for Radio Astrophysics,18.5614554,73.8272968
Chandrashekhar Auditorium,18.5591539,73.8263542
University Ground,18.5568242,73.824124
B-2,18.517103,73.9224239
Cocoon Hotel,18.5091733,73.9285786
Heliconia,18.5088401,73.9285718
Heliconia,18.5087234,73.9293201
BHO,18.5176124,73.920541
Tower 15,18.5166944,73.9292595
Tower 14,18.5155575,73.929205
Grevillea,18.5096695,73.9269441
Tasubai Road,18.8956731,73.6311846
Akurdi Police Chowky,18.6507414,73.7670685
Chaturshrungi Mandir,18.5388967,73.8277013
Bhima Patas Sugar Factory,18.4210459,74.4550477
